UA,UANAME,CBSA,MNAME,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
00820,"Alamogordo, NM Urban Cluster",10460,"Alamogordo, NM Micro Area",2,31862,14793,42939504,42885251,31862,14793,42939504,42885251,63797,30992,17165151239,17128132348,100,100,100,100,49.94,47.73,.25,.25
00847,"Alamosa, CO Urban Cluster",99999,"Not in a metro/micro area",,9751,4057,18886598,18886598,9751,4057,18886598,18886598,,,,,100,100,100,100,,,,
00901,"Albany, GA Urbanized Area",10500,"Albany, GA Metro Area",1,95779,40430,186276350,183486824,95779,40430,186276350,183486824,157308,66060,5071098662,5005299727,100,100,100,100,60.89,61.2,3.67,3.67
00921,"Albany, MN Urban Cluster",41060,"St. Cloud, MN Metro Area",1,2564,1070,4616915,4331253,2564,1070,4616915,4331253,189093,78114,4669772154,4536191976,100,100,100,100,1.36,1.37,.1,.1
00955,"Albany, OR Urbanized Area",10540,"Albany-Lebanon, OR Micro Area",2,46809,19652,47800305,47590741,56997,23542,62362504,62063265,116672,48821,5980180944,5931407318,82.13,83.48,76.65,76.68,40.12,40.25,.8,.8
00955,"Albany, OR Urbanized Area",18700,"Corvallis, OR Metro Area",1,7088,2770,12594968,12514537,56997,23542,62362504,62063265,85579,36245,1757598196,1750680238,12.44,11.77,20.2,20.16,8.28,7.64,.72,.71
00955,"Albany, OR Urbanized Area",41420,"Salem, OR Metro Area",1,3100,1120,1967231,1957987,56997,23542,62362504,62063265,390738,151250,5015300239,4980838711,5.44,4.76,3.15,3.15,.79,.74,.04,.04
00970,"Albany--Schenectady, NY Urbanized Area",10580,"Albany-Schenectady-Troy, NY Metro Area",1,594962,266370,782223619,765942841,594962,266370,782223619,765942841,870716,393297,7454547427,7281892392,100,100,100,100,68.33,67.73,10.49,10.52
00982,"Albemarle, NC Urban Cluster",10620,"Albemarle, NC Micro Area",2,16823,7929,44477792,44414396,16823,7929,44477792,44414396,60585,27110,1048529413,1023267267,100,100,100,100,27.77,29.25,4.24,4.34
01009,"Albert Lea, MN Urban Cluster",10660,"Albert Lea, MN Micro Area",2,17868,8343,26911813,25515204,17868,8343,26911813,25515204,31255,14231,1871061614,1831346129,100,100,100,100,57.17,58.63,1.44,1.39
01036,"Albertville, AL Urban Cluster",10700,"Albertville, AL Micro Area",2,35670,14507,92790951,87616267,36815,14980,98012558,92837874,93019,40342,1614026113,1465522757,96.89,96.84,94.67,94.38,38.35,35.96,5.75,5.98
01036,"Albertville, AL Urban Cluster",23460,"Gadsden, AL Metro Area",1,1145,473,5221607,5221607,36815,14980,98012558,92837874,104430,47454,1420941985,1385618994,3.11,3.16,5.33,5.62,1.1,1,.37,.38
01063,"Albia, IA Urban Cluster",99999,"Not in a metro/micro area",,3573,1660,5597705,5597705,3573,1660,5597705,5597705,,,,,100,100,100,100,,,,
01090,"Albion, MI Urban Cluster",12980,"Battle Creek, MI Metro Area",1,8964,3701,16886113,16749607,9219,3809,17237809,17101303,136146,61042,1860525582,1829135298,97.23,97.16,97.96,97.94,6.58,6.06,.91,.92
01090,"Albion, MI Urban Cluster",27100,"Jackson, MI Metro Area",1,255,108,351696,351696,9219,3809,17237809,17101303,160248,69458,1873846344,1817306121,2.77,2.84,2.04,2.06,.16,.16,.02,.02
01117,"Albion, NY Urban Cluster",40380,"Rochester, NY Metro Area",1,8171,2780,7638287,7638287,8171,2780,7638287,7638287,1054323,455397,12613210563,7583793600,100,100,100,100,.77,.61,.06,.1
01144,"Albion, PA Urban Cluster",21500,"Erie, PA Metro Area",1,4574,1048,7490090,7434016,4574,1048,7490090,7434016,280566,119138,4035800438,2069799485,100,100,100,100,1.63,.88,.19,.36
01171,"Albuquerque, NM Urbanized Area",10740,"Albuquerque, NM Metro Area",1,741318,314851,657890843,648969769,741318,314851,657890843,648969769,887077,374404,24079529497,24041559464,100,100,100,100,83.57,84.09,2.73,2.7
01198,"Alderson, WV Urban Cluster",99999,"Not in a metro/micro area",,2632,789,3531674,3439605,2632,789,3531674,3439605,,,,,100,100,100,100,,,,
01225,"Aledo, IL Urban Cluster",19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,3655,1684,5772011,5741926,3655,1684,5772011,5741926,379690,167110,5992807395,5879046574,100,100,100,100,.96,1.01,.1,.1
01232,"Aledo, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1,4854,1620,12306606,12132649,4854,1620,12306606,12132649,6371773,2502075,24048612908,23122123423,100,100,100,100,.08,.06,.05,.05
01252,"Alexander City, AL Urban Cluster",10760,"Alexander City, AL Micro Area",2,9400,4326,25224087,25158641,9400,4326,25224087,25158641,53155,28589,3710426574,3541671132,100,100,100,100,17.68,15.13,.68,.71
01279,"Alexandria, LA Urbanized Area",10780,"Alexandria, LA Metro Area",1,82804,33935,170658702,169751977,82804,33935,170658702,169751977,153922,64570,5248119626,5078935287,100,100,100,100,53.8,52.56,3.25,3.34
01306,"Alexandria, MN Urban Cluster",10820,"Alexandria, MN Micro Area",2,16983,8604,45903644,38463572,16983,8604,45903644,38463572,36009,19905,1864803623,1650598293,100,100,100,100,47.16,43.23,2.46,2.33
01333,"Alfred, NY Urban Cluster",99999,"Not in a metro/micro area",,4322,659,3117021,3117021,4322,659,3117021,3117021,,,,,100,100,100,100,,,,
01360,"Algoma, WI Urban Cluster",24580,"Green Bay, WI Metro Area",1,3070,1655,4891159,4785867,3070,1655,4891159,4785867,306241,137212,7378361601,4843832229,100,100,100,100,1,1.21,.07,.1
01387,"Algona, IA Urban Cluster",99999,"Not in a metro/micro area",,5340,2618,6908207,6862990,5340,2618,6908207,6862990,,,,,100,100,100,100,,,,
01414,"Alice, TX Urban Cluster",10860,"Alice, TX Micro Area",2,20974,8017,28150471,28150471,20974,8017,28150471,28150471,40838,16147,2248990851,2240251330,100,100,100,100,51.36,49.65,1.25,1.26
01441,"Allegan, MI Urban Cluster",10880,"Allegan, MI Micro Area",2,6322,2821,12368885,12221345,6322,2821,12368885,12221345,111408,49426,4748194712,2137337922,100,100,100,100,5.67,5.71,.26,.57
01468,"Allendale, SC Urban Cluster",99999,"Not in a metro/micro area",,3307,1567,5948739,5948739,3307,1567,5948739,5948739,,,,,100,100,100,100,,,,
01495,"Allentown, PA--NJ Urbanized Area",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",1,628839,256764,842531779,832440634,664651,271233,907416437,896890519,821173,342200,3822509841,3763809464,94.61,94.67,92.85,92.81,76.58,75.03,22.04,22.12
01495,"Allentown, PA--NJ Urbanized Area",20700,"East Stroudsburg, PA Micro Area",2,1194,614,4288293,4088469,664651,271233,907416437,896890519,169842,80359,1598691136,1575452175,.18,.23,.47,.46,.7,.76,.27,.26
01495,"Allentown, PA--NJ Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",1,854,351,1032629,1022108,664651,271233,907416437,896890519,18897109,7527752,23857986221,17318990602,.13,.13,.11,.11,0,0,0,.01
01495,"Allentown, PA--NJ Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1,28655,11227,49763949,49561410,664651,271233,907416437,896890519,5965343,2433611,12613479144,11919387230,4.31,4.14,5.48,5.53,.48,.46,.39,.42
01495,"Allentown, PA--NJ Urbanized Area",39740,"Reading, PA Metro Area",1,5109,2277,9799787,9777898,664651,271233,907416437,896890519,411442,164827,2242297348,2218341544,.77,.84,1.08,1.09,1.24,1.38,.44,.44
01522,"Alliance, NE Urban Cluster",99999,"Not in a metro/micro area",,8486,4073,12084724,12053033,8486,4073,12084724,12053033,,,,,100,100,100,100,,,,
01549,"Alliance, OH Urban Cluster",15940,"Canton-Massillon, OH Metro Area",1,25957,11470,33636178,33465163,32533,14786,46133613,45856810,404422,178913,2536796769,2511976008,79.79,77.57,72.91,72.98,6.42,6.41,1.33,1.33
01549,"Alliance, OH Urban Cluster",20620,"East Liverpool-Salem, OH Micro Area",2,231,108,672821,672821,32533,14786,46133613,45856810,107841,47088,1384837162,1377597314,.71,.73,1.46,1.47,.21,.23,.05,.05
01549,"Alliance, OH Urban Cluster",49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",1,6345,3208,11824614,11718826,32533,14786,46133613,45856810,565773,259729,4518126658,4409440312,19.5,21.7,25.63,25.56,1.12,1.24,.26,.27
01603,"Alma, GA Urban Cluster",99999,"Not in a metro/micro area",,3408,1427,7672780,7309455,3408,1427,7672780,7309455,,,,,100,100,100,100,,,,
01630,"Alma--St. Louis, MI Urban Cluster",10940,"Alma, MI Micro Area",2,16924,5477,19660041,19253096,16924,5477,19660041,19253096,42476,16339,1480464573,1472313856,100,100,100,100,39.84,33.52,1.33,1.31
01657,"Almont, MI Urban Cluster",19820,"Detroit-Warren-Livonia, MI Metro Area",1,2719,1131,3794831,3793261,2719,1131,3794831,3793261,4296250,1886537,10970094988,10070921766,100,100,100,100,.06,.06,.03,.04
01684,"Alpena, MI Urban Cluster",10980,"Alpena, MI Micro Area",2,14258,7137,26336633,24506343,14258,7137,26336633,24506343,29598,16053,4389827707,1481110566,100,100,100,100,48.17,44.46,.6,1.65
01711,"Alpine, TX Urban Cluster",99999,"Not in a metro/micro area",,6013,3081,10820108,10819773,6013,3081,10820108,10819773,,,,,100,100,100,100,,,,
01738,"Altavista, VA Urban Cluster",19260,"Danville, VA Metro Area",1,1084,520,4121946,4097295,4663,2234,14535410,14411328,106561,53745,2647288010,2620744271,23.25,23.28,28.36,28.43,1.02,.97,.16,.16
01738,"Altavista, VA Urban Cluster",31340,"Lynchburg, VA Metro Area",1,3579,1714,10413464,10314033,4663,2234,14535410,14411328,252634,112515,5559953741,5491606701,76.75,76.72,71.64,71.57,1.42,1.52,.19,.19
01765,"Alton, IL--MO Urbanized Area",41180,"St. Louis, MO-IL Metro Area",1,83890,38237,143973194,141949966,83890,38237,143973194,141949966,2812896,1236222,22906805148,22334092193,100,100,100,100,2.98,3.09,.63,.64
01792,"Altoona, PA Urbanized Area",11020,"Altoona, PA Metro Area",1,79930,35760,97017484,96848806,79930,35760,97017484,96848806,127089,56276,1365100822,1361815301,100,100,100,100,62.89,63.54,7.11,7.11
01819,"Alturas, CA Urban Cluster",99999,"Not in a metro/micro area",,2910,1416,4951288,4934771,2910,1416,4951288,4934771,,,,,100,100,100,100,,,,
01846,"Altus, OK Urban Cluster",11060,"Altus, OK Micro Area",2,19900,8973,31993321,31472094,19900,8973,31993321,31472094,26446,12077,2082970480,2078856062,100,100,100,100,75.25,74.3,1.54,1.51
01873,"Alva, OK Urban Cluster",99999,"Not in a metro/micro area",,5620,2616,6804483,6804483,5620,2616,6804483,6804483,,,,,100,100,100,100,,,,
01900,"Alvarado, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1,4133,1630,7361692,7341757,4133,1630,7361692,7341757,6371773,2502075,24048612908,23122123423,100,100,100,100,.06,.07,.03,.03
01927,"Amarillo, TX Urbanized Area",11100,"Amarillo, TX Metro Area",1,196651,80744,211817104,210246929,196651,80744,211817104,210246929,249881,102546,9537246448,9451495291,100,100,100,100,78.7,78.74,2.22,2.22
01981,"American Falls, ID Urban Cluster",38540,"Pocatello, ID Metro Area",1,4488,1624,3737205,3737205,4488,1624,3737205,3737205,90656,36135,6708322797,6517009394,100,100,100,100,4.95,4.49,.06,.06
02008,"Americus, GA Urban Cluster",11140,"Americus, GA Micro Area",2,19106,7655,31582365,31443706,19106,7655,31582365,31443706,37829,16117,1710627778,1682463448,100,100,100,100,50.51,47.5,1.85,1.87
02035,"Amery, WI Urban Cluster",99999,"Not in a metro/micro area",,2832,1412,6451969,5340906,2832,1412,6451969,5340906,,,,,100,100,100,100,,,,
02062,"Ames, IA Urbanized Area",11180,"Ames, IA Metro Area",1,60245,24355,59382361,59218185,60438,24470,60329500,60165324,89542,36789,1485745039,1483592867,99.68,99.53,98.43,98.43,67.28,66.2,4,3.99
02062,"Ames, IA Urbanized Area",14340,"Boone, IA Micro Area",2,193,115,947139,947139,60438,24470,60329500,60165324,26306,11756,1485721642,1480356844,.32,.47,1.57,1.57,.73,.98,.06,.06
02116,"Amite City, LA Urban Cluster",25220,"Hammond, LA Micro Area",2,6161,2313,18208435,18167855,6161,2313,18208435,18167855,121097,50073,2132254732,2049391733,100,100,100,100,5.09,4.62,.85,.89
02143,"Amory, MS Urban Cluster",99999,"Not in a metro/micro area",,6566,3028,14411245,14384021,6566,3028,14411245,14384021,,,,,100,100,100,100,,,,
02153,"Amouli, AS Urban Cluster",99999,"Not in a metro/micro area",,4515,900,12144006,12144006,4515,900,12144006,12144006,,,,,100,100,100,100,,,,
02170,"Amsterdam, NY Urban Cluster",11220,"Amsterdam, NY Micro Area",2,22057,10737,26888507,26104786,22262,10805,27650166,26866445,50219,23063,1062815091,1043875858,99.08,99.37,97.25,97.17,43.92,46.56,2.53,2.5
02170,"Amsterdam, NY Urban Cluster",24100,"Gloversville, NY Micro Area",2,205,68,761659,761659,22262,10805,27650166,26866445,55531,28562,1380152115,1283258864,.92,.63,2.75,2.83,.37,.24,.06,.06
02197,"Anaconda-Deer Lodge County, MT Urban Cluster",99999,"Not in a metro/micro area",,6170,3411,6225272,6225272,6170,3411,6225272,6225272,,,,,100,100,100,100,,,,
02224,"Anacortes, WA Urban Cluster",34580,"Mount Vernon-Anacortes, WA Metro Area",1,16712,8310,25159570,24570264,16712,8310,25159570,24570264,116901,51473,4973124821,4483794950,100,100,100,100,14.3,16.14,.51,.55
02251,"Anadarko, OK Urban Cluster",99999,"Not in a metro/micro area",,5929,2482,6283077,6283077,5929,2482,6283077,6283077,,,,,100,100,100,100,,,,
02278,"Anamosa, IA Urban Cluster",16300,"Cedar Rapids, IA Metro Area",1,5497,2088,5464974,5464974,5497,2088,5464974,5464974,257940,112257,5231771006,5202679068,100,100,100,100,2.13,1.86,.1,.11
02305,"Anchorage, AK Urbanized Area",11260,"Anchorage, AK Metro Area",1,251243,97417,222758190,220101413,251243,97417,222758190,220101413,380821,154361,70495867547,68149269161,100,100,100,100,65.97,63.11,.32,.32
02332,"Anchorage Northeast, AK Urban Cluster",11260,"Anchorage, AK Metro Area",1,28568,10116,42632882,42269432,28568,10116,42632882,42269432,380821,154361,70495867547,68149269161,100,100,100,100,7.5,6.55,.06,.06
02359,"Andalusia, AL Urban Cluster",99999,"Not in a metro/micro area",,6655,3187,14959554,14927092,6655,3187,14959554,14927092,,,,,100,100,100,100,,,,
02386,"Anderson, IN Urbanized Area",11300,"Anderson, IN Metro Area",1,86502,39967,167180103,166426508,88133,40670,171854043,171100448,131636,59068,1173017003,1170454727,98.15,98.27,97.28,97.27,65.71,67.66,14.25,14.22
02386,"Anderson, IN Urbanized Area",34620,"Muncie, IN Metro Area",1,1631,703,4673940,4673940,88133,40670,171854043,171100448,117671,52357,1025400252,1015596276,1.85,1.73,2.72,2.73,1.39,1.34,.46,.46
02413,"Anderson, SC Urbanized Area",11340,"Anderson, SC Metro Area",1,75702,34650,195174789,191880867,75702,34650,195174789,191880867,187126,84774,1961751110,1852945207,100,100,100,100,40.46,40.87,9.95,10.36
02440,"Andrews, SC Urban Cluster",23860,"Georgetown, SC Micro Area",2,3791,1657,7352507,7352507,3903,1709,7780782,7780782,60158,33672,2679722804,2107076193,97.13,96.96,94.5,94.5,6.3,4.92,.27,.35
02440,"Andrews, SC Urban Cluster",99999,"Not in a metro/micro area",,112,52,428275,428275,3903,1709,7780782,7780782,,,,,2.87,3.04,5.5,5.5,,,,
02467,"Andrews, TX Urban Cluster",11380,"Andrews, TX Micro Area",2,12346,4841,16223454,16192925,12346,4841,16223454,16192925,14786,5814,3887786750,3886829704,100,100,100,100,83.5,83.26,.42,.42
02494,"Angels, CA Urban Cluster",99999,"Not in a metro/micro area",,3751,1853,6925820,6902231,3751,1853,6925820,6902231,,,,,100,100,100,100,,,,
02548,"Angola, IN Urban Cluster",11420,"Angola, IN Micro Area",2,11196,5828,27532808,23588879,11196,5828,27532808,23588879,34185,19377,835183128,800149001,100,100,100,100,32.75,30.08,3.3,2.95
02575,"Anna, IL Urban Cluster",99999,"Not in a metro/micro area",,6078,2815,10353478,10306265,6078,2815,10353478,10306265,,,,,100,100,100,100,,,,
02581,"Anna, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",1,7887,2636,12752447,12722437,10746,3809,18117881,18087871,6371773,2502075,24048612908,23122123423,73.39,69.2,70.39,70.34,.12,.11,.05,.06
02581,"Anna, TX Urban Cluster",43300,"Sherman-Denison, TX Metro Area",1,2859,1173,5365434,5365434,10746,3809,18117881,18087871,120877,53727,2536056197,2415950507,26.61,30.8,29.61,29.66,2.37,2.18,.21,.22
02590,"Annandale, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1,3262,1460,7049035,7049035,3262,1460,7049035,7049035,3279833,1354973,16482106382,15610299031,100,100,100,100,.1,.11,.04,.05
02602,"Ann Arbor, MI Urbanized Area",11460,"Ann Arbor, MI Metro Area",1,270418,117426,331458669,323129316,306022,133978,426884692,413286601,344791,147573,1871057207,1828442046,88.37,87.65,77.65,78.19,78.43,79.57,17.72,17.67
02602,"Ann Arbor, MI Urbanized Area",19820,"Detroit-Warren-Livonia, MI Metro Area",1,35604,16552,95426023,90157285,306022,133978,426884692,413286601,4296250,1886537,10970094988,10070921766,11.63,12.35,22.35,21.81,.83,.88,.87,.9
02629,"Anniston--Oxford, AL Urbanized Area",11500,"Anniston-Oxford, AL Metro Area",1,74920,34178,203348058,202160888,79796,36090,226117671,224731051,118572,53289,1585814262,1569189995,93.89,94.7,89.93,89.96,63.19,64.14,12.82,12.88
02629,"Anniston--Oxford, AL Urbanized Area",45180,"Talladega-Sylacauga, AL Micro Area",2,4876,1912,22769613,22570163,79796,36090,226117671,224731051,82291,37088,1969183660,1908239516,6.11,5.3,10.07,10.04,5.93,5.16,1.16,1.18
02656,"Antigo, WI Urban Cluster",99999,"Not in a metro/micro area",,8158,3916,10918333,10833996,8158,3916,10918333,10833996,,,,,100,100,100,100,,,,
02683,"Antioch, CA Urbanized Area",41860,"San Francisco-Oakland-Fremont, CA Metro Area",1,277634,93809,211612082,210723258,277634,93809,211612082,210723258,4335391,1741999,8873657334,6398672255,100,100,100,100,6.4,5.39,2.38,3.29
02710,"Apalachicola, FL Urban Cluster",99999,"Not in a metro/micro area",,3691,2095,23046619,7236978,3691,2095,23046619,7236978,,,,,100,100,100,100,,,,
02764,"Appleton, WI Urbanized Area",11540,"Appleton, WI Metro Area",1,153428,63817,201566889,197613439,216154,92157,279583216,268776675,225666,92844,2697901021,2475405126,70.98,69.25,72.1,73.52,67.99,68.74,7.47,7.98
02764,"Appleton, WI Urbanized Area",36780,"Oshkosh-Neenah, WI Metro Area",1,62726,28340,78016327,71163236,216154,92157,279583216,268776675,166994,73329,1498494198,1125316243,29.02,30.75,27.9,26.48,37.56,38.65,5.21,6.32
02773,"Apple Valley, OH Urban Cluster",34540,"Mount Vernon, OH Micro Area",2,4835,2492,14332576,12288357,4835,2492,14332576,12288357,60921,25118,1371743293,1361024108,100,100,100,100,7.94,9.92,1.04,.9
02791,"Arab, AL Urban Cluster",10700,"Albertville, AL Micro Area",2,7799,3529,21453780,21153571,8012,3635,21982343,21680388,93019,40342,1614026113,1465522757,97.34,97.08,97.6,97.57,8.38,8.75,1.33,1.44
02791,"Arab, AL Urban Cluster",18980,"Cullman, AL Micro Area",2,213,106,528563,526817,8012,3635,21982343,21680388,80406,37054,1955495254,1903228333,2.66,2.92,2.4,2.43,.26,.29,.03,.03
02825,"Arbuckle, CA Urban Cluster",99999,"Not in a metro/micro area",,2652,812,1871304,1871304,2652,812,1871304,1871304,,,,,100,100,100,100,,,,
02845,"Arcade, NY Urban Cluster",36460,"Olean, NY Micro Area",2,675,331,1784517,1784517,3048,1470,6114482,6114482,80317,41111,3425222451,3388612085,22.15,22.52,29.19,29.19,.84,.81,.05,.05
02845,"Arcade, NY Urban Cluster",99999,"Not in a metro/micro area",,2373,1139,4329965,4329965,3048,1470,6114482,6114482,,,,,77.85,77.48,70.81,70.81,,,,
02899,"Arcadia, LA Urban Cluster",99999,"Not in a metro/micro area",,2894,1188,7120154,7120154,2894,1188,7120154,7120154,,,,,100,100,100,100,,,,
02901,"Arcadia, WI Urban Cluster",99999,"Not in a metro/micro area",,2993,1235,5461020,5461020,2993,1235,5461020,5461020,,,,,100,100,100,100,,,,
02912,"Arcadia--Southeast Arcadia, FL Urban Cluster",11580,"Arcadia, FL Micro Area",2,17490,7356,26247377,26231607,17490,7356,26247377,26231607,34862,14590,1656250415,1649975818,100,100,100,100,50.17,50.42,1.58,1.59
02926,"Arcata-McKinleyville, CA Urban Cluster",21700,"Eureka-Arcata-Fortuna, CA Micro Area",2,32364,14233,42947159,42634460,32364,14233,42947159,42634460,134623,61559,10495301069,9241044673,100,100,100,100,24.04,23.12,.41,.46
02953,"Archbold, OH Urban Cluster",45780,"Toledo, OH Metro Area",1,4760,2046,9815559,9777640,4760,2046,9815559,9777640,651429,301322,5720395332,4191685994,100,100,100,100,.73,.68,.17,.23
02965,"Archer Lodge--Clayton, NC Urban Cluster",39580,"Raleigh-Cary, NC Metro Area",1,13288,4707,52846735,52581462,13288,4707,52846735,52581462,1130490,466095,5561544896,5486112667,100,100,100,100,1.18,1.01,.95,.96
02980,"Arcola, IL Urban Cluster",99999,"Not in a metro/micro area",,2874,1122,3537535,3492687,2874,1122,3537535,3492687,,,,,100,100,100,100,,,,
03007,"Ardmore, OK Urban Cluster",11620,"Ardmore, OK Micro Area",2,20888,9566,30309181,30232622,20888,9566,30309181,30232622,56980,25687,3538334089,3460665702,100,100,100,100,36.66,37.24,.86,.87
03034,"Arecibo, PR Urbanized Area",41980,"San Juan-Caguas-Guaynabo, PR Metro Area",1,139171,60653,219332672,217740151,139171,60653,219332672,217740151,2478905,1073552,5223033344,4117856690,100,100,100,100,5.61,5.65,4.2,5.29
03088,"Arizona City, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",1,10531,5068,12276908,12090606,10531,5068,12276908,12090606,4192887,1798501,37810257043,37725129799,100,100,100,100,.25,.28,.03,.03
03115,"Arkadelphia, AR Urban Cluster",11660,"Arkadelphia, AR Micro Area",2,10491,4057,15009214,15009214,10491,4057,15009214,15009214,22995,10385,2286517929,2243121932,100,100,100,100,45.62,39.07,.66,.67
03142,"Arkansas City, KS Urban Cluster",49060,"Winfield, KS Micro Area",2,13026,5906,25095581,24957567,13026,5906,25095581,24957567,36311,16030,2932971018,2915679697,100,100,100,100,35.87,36.84,.86,.86
